gene_id	gene_name	CONTROL1_REP1	CONTROL1_REP2	TREATMENT1_REP1	TREATMENT1_REP2	TREATMENT2_REP1	TREATMENT2_REP2
AT1G77000	SKP2B	111	493	216	968	201	181
AT1G77010	PCMP-E5	5	30	4	12	24	15
AT1G77020	AT1G77020	40	118	23	113	40	61
AT1G77030	RH29	161	552	681	2975	382	452
AT1G77060	AT1G77060	296	1263	182	929	524	660
AT1G77080	AGL27	307	927	144	515.001	324	326.001
AT1G77090	PPD4	806	2643	702	2967	911	1027
AT1G77093	AT1G77093	0	0	0	0	0	0
AT1G77095	AT1G77095	0	0	0	0	0	0
AT1G77100	PER13	0	0	1	0	0	0
AT1G77110	PIN6	13	95	11	39	59	62
AT1G77120	ADH1	110	146	100	403	124	145
AT1G77122	AT1G77122	167	781	101	447	343	372
AT1G77130	GUX3	330	1144	400	1712	472	501
AT1G77131	AT1G77131	18.367	49	0	12	40	21.705
AT1G77138	AT1G77138	5.633	0	1	0	0	12.295
AT1G77140	VPS45	170	572	63	268	291	308
AT1G77145	AT1G77145	5	30	5	22	10	10
AT1G77150	AT1G77150	0	0	0	0	0	0
AT1G77160	AT1G77160	0	0	0	0	0	0
AT1G77170	PCMP-E21	29	150	15	60	72	87
AT1G77180	SKIP	503	2275	2170	9693	1123	1165
AT1G77190	AT1G77190	0	0	0	0	0	0
AT1G77200	ERF037	2	8	6	20	3	7
AT1G77210	STP14	162	681	6	23	207	191
AT1G77220	AT1G77220	168	626	73	338	279	275
AT1G77230	AT1G77230	120	381	311	1179.128	168	218
AT1G77235	MIR402	0	0	4	16	0	0
AT1G77240	AEE4	0	0	0	99.872	0	0
AT1G77250	AT1G77250	82	259	94	349	159	170
AT1G77260	AT1G77260	207	862	161	621	324	368
AT1G77270	AT1G77270	58	94	97	378	101	119
AT1G77280	AT1G77280	65	171	34	163	80	86
AT1G77290	TCHQD	42	129	169	639	60	62
AT1G77300	EFS	249	1388	338	1400	697	724
AT1G77310	AT1G77310	32	116	19	97	55	70
AT1G77320	MEI1	52	197	31	154	130	140
AT1G77330	AT1G77330	10	11	0	13	8	13
AT1G77340	AT1G77340	0	1	0	0	0	0
AT1G77350	AT1G77350	153	502	197	734	217	223
AT1G77360	AT1G77360	15	35	6	17	21	31
AT1G77370	GRXC3	287	789	445	1852	281	347
AT1G77380	AAP3	9	55	11	42	31	38
AT1G77390	CYCA1-2	20	23	9	31	23	32
AT1G77400	AT1G77400	16	73	12	27	36	38
AT1G77405	AT1G77405	5	17	5	18	16	11
AT1G77410	BGAL16	26	76	212	947	51	58
AT1G77420	AT1G77420	109	478	86	339	180	177
AT1G77440	PBC2	223	809	887	3845	402	426
AT1G77450	anac032	18	53	4	30	36	30
AT1G77460	AT1G77460	187	820	530	2325	432	440
AT1G77470	RFC5	60	210	114	439	136	162
AT1G77480	AT1G77480	179	627	432	1560	318	272
AT1G77490	APXT	1265	6206	1418	6214	2150	2272
AT1G77500	AT1G77500	84	351	14	52	159	204
AT1G77510	PDIL1-2	243	1121	771	3309	519	504
AT1G77520	AT1G77520	13	20	8	20	9	14
AT1G77525	AT1G77525	0	0	0	0	0	0
AT1G77530	AT1G77530	0	4	0	5	2	2
AT1G77540	AT1G77540	211	499	141	731	188	209
AT1G77550	AT1G77550	144	482	115	471	373	342
AT1G77570	AT1G77570	16	24	24	88	15	11
AT1G77580	FPP1	169	505	32	139	300	293
AT1G77590	LACS9	329	1428	711	2976	719	803
AT1G77600	AT1G77600	119	595	64	302	301	304
AT1G77610	UDP-GALT1	220	839	272	1132	474	450
AT1G77620	AT1G77620	59	262	11	39	133	153
AT1G77630	LYM3	68	250	188	678	192	174
AT1G77640	ERF013	4	15	0	2	9	8
AT1G77650	AT1G77650	0	0	0	0	0	0
AT1G77655	AT1G77655	0	1	0	0	0	0
AT1G77660	AT1G77660	52	185	62	270	82	90
AT1G77670	AT1G77670	214	721	343	1487	354	365
AT1G77680	SOV	303	1201	519	2116	512	508
AT1G77682	AT1G77682	0	0	0	0	0	0
AT1G77690	LAX3	61	171	14	43	139	135
AT1G77700	AT1G77700	5	30	0	4	17	20
AT1G77710	AT1G77710	890	2964	1282	5488	1062	1165
AT1G77720	PPK1	49	126	57	220	148	132
AT1G77730	AT1G77730	0	2	0	0	0	0
AT1G77740	PIP5K2	386	1973	276	1208	763	846
AT1G77746	AT1G77746	0	0	0	0	0	0
AT1G77750	RPS13	151	428	123	553	228	238
AT1G77760	NIA1	603	2913	557	2192	2157	2291
AT1G77765	AT1G77765	22	71	2	13	25.998	21
AT1G77770	AT1G77770	88	354	98	437	147.003	149
AT1G77780	AT1G77780	0	0	0	0	0	0
AT1G77790	AT1G77790	1	0	0	0	1	2
AT1G77800	AT1G77800	315	1693	323	1537	779	818
AT1G77810	B3GALT7	90	337	56	216	163	150
AT1G77815	AT1G77815	0	0	0	0	0	0
AT1G77820	AT1G77820	0	0	0	0	0	0
AT1G77830	AT1G77830	0	0	0	0	0	0
AT1G77840	AT1G77840	305	1261	203	787	592	659
AT1G77850	ARF17	121	607	50	260	193	182
AT1G77855	AT1G77855	9	44	8	51	5	15
AT1G77860	KOM	1	12	1	6	4	3
AT1G77870	MUB5	34	92	1	7	46	35
AT1G77880	AT1G77880	1	7	5	27	3	2
AT1G77885	AT1G77885	60	135	29	141	52	50
AT1G77890	AT1G77890	56	207	22	127	99	110
AT1G77910	AT1G77910	0	0	0	0	0	0
AT1G77920	TGA7	147	698	23	87	205	239
AT1G77930	AT1G77930	971	2272	131	467	902	921
AT1G77932	AT1G77932	0	0	0	0	0	0
AT1G77940	RPL30B	1541	2921	2177	8739	2077	2123
AT1G77950	AGL67	0	0	0	0	0	0
AT1G77960	AT1G77960	41	163	1	8	80	74
AT1G77980	AGL66	0	0	0	0	0	0
AT1G77990	SULTR2	181.92	889.402	28	120.145	318.673	324
AT1G77992	AT1G77992	4.08	1.598	0	2.855	2.327	0
AT1G78000	SULTR1	42	231	24	104	80	93
AT1G78010	AT1G78010	209	803	594	2497	374	378
AT1G78020	AT1G78020	912	2724	1037	5034	752	832
AT1G78030	AT1G78030	36	63	6	12	18	23
AT1G78040	AT1G78040	3803	10528	4521	20004	4118	4172
AT1G78050	PGM	31	77	16	60	42	47
AT1G78060	BXL7	249	1068	627	2532	510	494
AT1G78070	AT1G78070	360	1409	731	3032	507	501
AT1G78080	RAP2-4	1555	6001	294	1323	2180	2083
AT1G78090	TPPB	25	118	12	59	50	54
AT1G78095	AT1G78095	0	0	0	0	0	0
AT1G78100	AT1G78100	114	521	65	268	139	160
AT1G78110	AT1G78110	42	175	10	68	90	94
AT1G78120	TPR12	16	43	29	135	26	29
AT1G78130	UNE2	82	274	5	21	113	102
AT1G78140	AT1G78140	404	1983	313	1516	625	694
AT1G78150	AT1G78150	432	1306	2815	11980	565	666
AT1G78160	APUM7	0	0	0	0	0	0
AT1G78170	AT1G78170	153	579	7	33	179	187
AT1G78172	AT1G78172	9	12	2	11	2	5
AT1G78180	AT1G78180	134	551	29	89	229	275
AT1G78190	AT1G78190	16	50	27	111	24	28
AT1G78200	AT1G78200	327	825	107	478	297	323
AT1G78206	MIR775A	0	3	2	2	3	1
AT1G78210	AT1G78210	257	850	16	79	339	325
AT1G78220	GF14 PI	0	0	0	0	0	0
AT1G78230	AT1G78230	184	988	161	629	291	330
AT1G78240	QUA2	525	1765	356	1614	772	791
AT1G78260	AT1G78260	60	181	60	263	127	135
AT1G78265	AT1G78265	117.49	276.67	58.963	203.802	158.082	170.461
